	Sample: AA-043_Thalassimia_D08-N3	Sample: AA-043_Thalassimia_D10-N1	Sample: AA-043_Thalassimia_D08-N1	Sample: AA-043_Thalassimia_D10-N3	Sample: AA-043_Thalassimia_D10-H4	Sample: AA-043_Thalassimia_D08-H4
Gene: HRH2	-0.49571470702809384	-0.7655914791358237	-0.28919838722057906	-1.0803246353514746	1.7933102146340894	0.8375189941018816
Gene: HHIPL1	-0.8471495600567979	0.2329209720510795	0.40322770316936996	-0.8471495600567979	1.9053000049499438	-0.8471495600567979
Gene: EBF4	0.20482095342410675	-0.7622326871927552	0.029022988914890926	-0.7622326871927552	2.0528541192392655	-0.7622326871927552
Gene: SV2A	0.50143588802291	0.018674851720491284	-0.47239206594165095	-1.9340096572876682	0.9961494749856028	0.8901415085003154
Gene: LOC102724484	1.2081313981580515	-0.6536554854733574	-0.20127402568903252	-1.7257711289522673	0.4102568631618624	0.9623123787947433
Gene: SOX8	-0.763339835039793	-0.763339835039793	0.8137491917216017	-0.3799127229974409	1.856183036395219	-0.763339835039793
Gene: RTN4RL2	0.954447556698729	-0.20209884259401895	0.16154623016477462	-2.0315336488533555	0.19112271684489396	0.9265159877389765
Gene: C1orf229	-0.7614999217481323	-0.7614999217481323	0.4906301560109356	-0.7614999217481323	1.9948081056127396	-0.20093849637927674
Gene: EYA2	-0.7615855274663679	-0.2005702209562523	0.4905632156025096	-0.7615855274663679	1.9947635877528465	-0.7615855274663679
Gene: EPGN	1.1402941698552929	-0.5474364816399191	0.46136917864107	-1.7431163202882234	-0.33062643256432994	1.0195158859961082
Gene: MPPED2	-0.690095646228214	-0.3746390760226631	-0.690095646228214	-0.3062589397117505	2.1901442519109655	-0.12905494372012344
Gene: SYNPO2L	-0.9509351776075088	-0.2965131596345157	-0.6668241200571781	0.3463700889945622	2.051629508934351	-0.4837271406297096
Gene: BHLHE22	-0.6960271400605962	-0.6960271400605962	0.0971229578319857	-0.6960271400605962	2.12579953811405	-0.1348410757642445
Gene: MIR5690	1.4880280409621174	-0.32135785854914417	-0.14679431004506419	-1.5755692197432731	-0.4377430105016927	0.9934363578770579
Gene: COL5A3	-0.4419814763798604	-0.26466215228166406	0.09196466619436085	-1.0281632610538143	2.1097463507405347	-0.4669041272195581
Gene: ADORA3	-0.2835900956281936	-0.4896077276500716	-0.667625533490436	-1.2531961829421552	1.215165610701891	1.478853929008963
Gene: ESYT3	0.1328258563062202	-0.07606380835904597	-0.5801483087910401	-1.7005109711689306	1.483029817644494	0.7408674143683027
Gene: GFRA1	-0.6616489063997236	-0.6616489063997236	-0.07600708058905517	-0.6616489063997236	2.1612111337549513	-0.10025733396672733
Gene: RNF125	0.9823046277111268	-1.0521171201489847	0.8645949609970306	-1.4130401309565557	-0.3954274323583775	1.0136850947557605
Gene: IL7	0.830902820296064	-1.0688809234311605	1.2329689824825938	-1.1843114490976614	-0.6883999987097034	0.8777205684598675
Gene: SOX4	0.902389357129716	-0.825967731833549	0.2572209305549713	-1.7770481035401415	0.376957652669535	1.0664478950194682
Gene: NRIR	-0.581671934819149	0.16946100220359375	-1.5180147860947146	0.04321509726612668	1.8227947257671102	0.06421589567703323
Gene: KCNG3	-0.695738560869336	0.06835422746488154	-0.10978115514206596	-0.695738560869336	2.1286426102851905	-0.695738560869336
Gene: EGFL7	0.5999086317790031	-0.49799021284582523	1.2987815524055362	-0.9790321582399624	-1.3636296433102608	0.9419618302115074
Gene: SNHG4	0.9129520856113221	-0.7842211154045244	0.9877980690655247	-1.108056427900384	-1.0877365978638145	1.0792639864918758
Gene: ADGRB2	-0.794399604024219	-0.794399604024219	-0.2073696592839095	-0.12298093917905682	2.1508271983936926	-0.23167739188229053
Gene: SCN2A	-0.297804861531159	-0.5692350588885269	-0.09009982265328553	-0.8857798361190032	2.165723332495734	-0.32280375330375777
Gene: HECW1	0.10855062099141047	-0.5475983298187936	-0.532676515948926	-0.864255441142612	2.137059237636666	-0.30107957171774496
Gene: HCN4	-0.6124851777352327	-0.6124851777352327	0.359423451872602	-0.6124851777352327	2.0905172590683256	-0.6124851777352327
Gene: ZNF512B	0.6949039027670963	-0.5261097042884053	1.2712928827490897	-1.45428899366873	-0.8615400015346953	0.8757419139756442
Gene: SLC6A6	0.8416841050838721	-1.2001598169811285	0.9919023930575734	-1.3050168762193146	-0.3493064209817144	1.0208966160407098
Gene: UNC5D	-0.6489666742388179	-0.6489666742388179	0.6101444750837419	-0.6489666742388179	1.9857222218715327	-0.6489666742388179
Gene: ZNF682	-0.09146358595846948	-1.0356375285048798	-1.0206882480142951	-0.09797805939181588	0.30253333893684187	1.9432340829326173
Gene: FCN1	-0.9290228693599024	-0.19665388589527646	-1.3488014819737317	-0.058830708518771535	1.4492608254832335	1.0840481202644479
Gene: SPATA31C1	2.058593376223688	-0.5066175549743503	0.3170085869845904	-0.7729212696751782	-0.8697092256124521	-0.22635391294629736
Gene: RNU6-57P	1.465690176062716	-0.3431576319097414	-0.1886604676488386	-1.613361109565441	-0.31775667453988077	0.9972457076011859
Gene: GK3P	0.9969171810343065	-0.5821779613729287	-0.05868296484453733	-1.8218087062699875	0.3650588944493847	1.1006935570037624
Gene: DCHS1	0.05059027362833117	-0.7294838359644312	0.9626310630895368	-1.789783126734808	1.07021757898037	0.43582804700100125
Gene: SMAD1-AS2	1.130419870385799	-0.47575295716101534	-0.18641779675121978	-1.738064403981425	0.07189115160548432	1.1979241359023762
Gene: IGFBP5	0.6302439419246026	-1.5968819830545482	1.2402408766155975	-0.9228901982770555	0.8000643982448497	-0.15077703545344465
Gene: CACNA2D3	0.1937747907228838	-0.3007254334119605	-0.7365881122680821	-1.0691842862891847	2.0419589926955304	-0.12923595144918854
Gene: ZC3HAV1L	1.0561302078777115	-0.7323206086393246	0.8154417054750892	-1.5141246924669627	-0.6251246030052585	0.9999979907587475
Gene: FKBP1AP1	1.0349195776691409	-0.7026150648727281	0.17091289244795288	-1.8158646544384789	0.30477243492570644	1.0078748142684062
Gene: SNORD53	1.057886793400721	-1.0085350247319715	0.02491082210773159	-1.3868985904892994	-0.07788829029878232	1.3905242900116006
Gene: MIR5194	0.9657528814482457	-1.2626674360447188	0.22869753182724448	-1.2626674360447188	-0.020390833903188764	1.3512752927171359
Gene: LOC100233156	-0.8264284327712051	0.8948626697440107	1.071715841792393	-1.7687169270800096	0.1697941637993868	0.4587726845154237
Gene: ATP10B	0.22822890343671023	-0.2665673390141805	-1.0354862076496942	-1.0354862076496942	1.9229278239770609	0.1863830268997973
Gene: MFSD7	0.846485522735058	-0.3265849459474434	0.2800432803335106	-2.003422798361576	0.17718287602949115	1.026296065210959
Gene: ADAMTS10	-0.09146565936992976	-1.1394393716832263	0.3902010856593142	-1.4063693834970072	0.9847725685481089	1.2623007603427399
Gene: CASKIN1	-0.9508687723839817	-0.1994224844156561	0.14192458926188778	-1.1547580009447793	1.9070671661267309	0.25605750235579744
Gene: RUNX1-IT1	1.2178154828237597	-0.930855074875323	-0.3091991675015807	-1.3844855473071969	0.13389166001916228	1.272832646841179
Gene: PPFIA2	-0.7465232719643029	-0.7465232719643029	0.3831924055841749	-0.7465232719643029	2.0368374432128795	-0.18046003290414891
Gene: CXCL14	0.7706522699927522	-1.19600259816173	1.1960140715734215	-1.4669139688104351	0.0733484538838305	0.6229017715221608
Gene: EYA4	-0.5728196040816631	-0.25435393029710945	-0.2393468916479899	-0.5728196040816631	2.212159634190091	-0.5728196040816631
Gene: SH3PXD2B	-0.2240520850786938	-0.8488385089332479	-0.4800100452337861	-0.9776028853134477	1.9138782958573262	0.6166252287018504
Gene: SLC24A2	-0.7787401258645982	-0.7787401258645982	0.6075207573033018	-0.7787401258645982	1.9407811340007313	-0.21208151371023973
Gene: SLC25A23	0.5049776215843106	-0.3490446874154316	1.4715327123432165	-1.5708362150680961	-0.7313890444979962	0.6747596130539968
Gene: CUX2	-0.26314332784721367	-0.08407224040538597	-0.05402605183140796	-0.8551160874660505	2.1114737950161095	-0.8551160874660505
Gene: KLRD1	-1.117855148281849	-0.5505409614464792	-0.7841049767643151	0.8946262610415233	1.732520332510324	-0.17464550705920223
Gene: MIR6766	1.3240482049402074	0.1681498844217716	0.13079189633050722	-1.5558028232860348	-0.9766566662820856	0.9094695038756351
Gene: TMEM151A	-0.916588873525807	-0.5978318568056735	0.47028836700662674	-0.916588873525807	1.9340224327980442	0.02669880405261984
Gene: GJA1	-0.9609926282974265	-0.9609926282974265	0.42591616179089375	-0.9609926282974265	1.349977913047116	1.1070838100542701
Gene: DPP10	-0.20399058737244086	-0.8649955572335914	-0.20496552678459387	-1.1839961805958081	1.8395305907884205	0.6184172611980137
Gene: VCAN	-0.059456472301446905	-1.2364714370721765	-0.7224528643648984	-0.6119598603224923	1.0787127354911177	1.5516278985698966
Gene: DGKB	0.1719340422785639	-0.24032417041665577	-0.8081841051681479	-0.41999053750424525	2.104748875978632	-0.8081841051681479
Gene: SLC44A4	-0.3355786075648173	-0.28242716335728985	1.8811718220456037	-1.445848339932071	0.3756390867798345	-0.19295679797126178
Gene: GRAMD4	0.7100116102598651	-0.6510744396186161	1.3712959234081423	-0.9246413026797216	-1.3036907547083854	0.7980989633387175
Gene: PLD5	-0.5858475558532088	-0.5858475558532088	-0.2515059278263339	-0.19733978839569338	2.206388383781655	-0.5858475558532088
Gene: IGLL1	0.7859540997158782	-0.23419423225869168	1.136403380573804	-0.9432542403073783	-1.5701279348489967	0.8252189271253841
Gene: IQCA1L	-0.5881244746140893	-0.5881244746140893	0.21465776054173397	-0.5881244746140893	2.1378401379146226	-0.5881244746140893
Gene: TTC6	-0.6529371834677922	-0.33335639904953623	0.1503742629382821	-0.6529371834677922	2.141793686514631	-0.6529371834677922
Gene: TSKS	-0.5236421730762812	0.705034301961891	1.0732301374643747	-1.945182479840628	0.17985490376191415	0.5107053097287291
Gene: SMC5-AS1	1.023124189758104	-1.7478310070909995	0.3302041693061348	-0.7819052340049334	0.09529151363220208	1.081116368399492
Gene: CACNA1D	-0.06790463750876194	-1.0192236405349828	0.051857725491940156	-0.6605730810675357	2.0888052313195793	-0.3929615977002363
Gene: MT1F	-0.11303939513523732	-0.00915452433456177	0.9372107323290517	-1.6063256767847531	-0.6568205782102663	1.4481294421357669
Gene: SEMA3A	-0.5080979426259022	-0.18838656696802833	-0.5080979426259022	-0.5080979426259022	2.2207783374716397	-0.5080979426259022
Gene: HIF3A	0.10394040573960239	-0.8286697254564444	-0.41647649361948635	-0.1329847698665031	2.103312267060917	-0.8291216838580857
Gene: NBEA	0.23656114852864923	-0.3932940386885739	0.2666197986286918	-1.988421882014961	0.9378355607949661	0.9406994127512278
Gene: FZD10	-0.5108425447600469	-0.5108425447600469	-0.1759122412962719	-0.5108425447600469	2.219282420336456	-0.5108425447600469
Gene: CDK5R2	-0.5108425447600469	-0.5108425447600469	-0.1759122412962719	-0.5108425447600469	2.219282420336456	-0.5108425447600469
Gene: PAX1	-0.5108425447600469	-0.5108425447600469	-0.1759122412962719	-0.5108425447600469	2.219282420336456	-0.5108425447600469
Gene: SI	-0.5108425447600469	-0.5108425447600469	-0.1759122412962719	-0.5108425447600469	2.219282420336456	-0.5108425447600469
Gene: TMEM178A	-0.5108425447600469	-0.5108425447600469	-0.1759122412962719	-0.5108425447600469	2.219282420336456	-0.5108425447600469
Gene: LOC100506990	1.015005655691022	-0.9419789566454694	-1.5158833636888176	-0.3602843118416191	1.0221385518936648	0.7810024245912183
Gene: KIF5C	0.16580443054254135	-0.23525991181158804	-0.09146034754588256	-1.6938981202532544	1.7396072068989903	0.11520674216919276
Gene: MYH8	-0.6150464828097596	-0.2948069043391351	-0.6150464828097596	-0.6150464828097596	2.185445534791306	-0.04549918202289366
Gene: PPIAP30	1.3279730231080218	-0.7015702448648716	-0.4276450445409307	-0.632149534605377	-1.0218272718488701	1.4552190727520276
Gene: COL6A5	0.4690946388901411	-1.1498923147182276	-0.05227696525496875	-1.3441674573904152	0.543287080142362	1.5339550183311081
Gene: SKOR2	-0.6192364145638827	-0.298950541097907	-0.025000667534385342	-0.6192364145638827	2.1816604523239422	-0.6192364145638827
Gene: KCNQ3	0.3817817788767959	-1.831619513347743	-0.37197756739318655	-0.2993655552916981	1.16480528097529	0.9563755761805409
Gene: MMP9	-1.3292913343016493	0.5539153491060682	-0.8311314115691464	0.21245008127700296	1.7502499010757884	-0.35619258558806394
Gene: SHANK1	-0.05093955599479777	-1.004410380601287	0.5346042332060794	-1.3247740916064286	1.7116721905194665	0.1338476044769677
Gene: ST8SIA1	-1.0007008301060494	0.09871338002562766	0.7796514663532506	-0.610869991664452	1.7339068054976723	-1.0007008301060494
Gene: MYB	0.8847027659285303	-0.9245289930009163	1.01531242018075	-1.10051716873793	-0.9652815338206755	1.0903125094502415
Gene: FNDC8	1.1314650079347992	-1.156605136919061	0.4526009815970624	-1.1761986347337392	-0.49553239155489665	1.244270173675835
Gene: GRID1	-0.026962550688313613	-0.6223268480954651	-0.2866999403443716	-0.6223268480954651	2.1806430353190787	-0.6223268480954651
Gene: ABCC8	-0.026962550688313613	-0.6223268480954651	-0.2866999403443716	-0.6223268480954651	2.1806430353190787	-0.6223268480954651
Gene: VIT	-0.026962550688313613	-0.6223268480954651	-0.2866999403443716	-0.6223268480954651	2.1806430353190787	-0.6223268480954651
Gene: CD1C	-0.9055355726449482	-0.14864338435431895	-1.1652778133487363	-0.3974222531683151	1.6386407606248365	0.9782382628914825
Gene: ANKRD50	1.008491677096334	-0.8380368940965695	0.8741216057577814	-1.4434601943307594	-0.6231815353417269	1.0220653409149392
Gene: RBM46	-0.9170782327679551	-0.5964086501035342	-0.32213057884193214	-0.9170782327679551	1.1895366470747224	1.563159047406654
Gene: ANKS1B	-0.666831299262258	-0.666831299262258	0.13931922626808715	-0.2766020920466958	2.1377767635653817	-0.666831299262258
Gene: MMP8	-0.8990272005518002	-0.5782953762832036	-0.30396406795744435	-0.8990272005518002	1.7671459937993481	0.9131678515449008
Gene: SOX9	0.040204465303060016	-0.5556749095882398	-0.5556749095882398	-0.5556749095882398	2.1824951730498974	-0.5556749095882398
Gene: PDX1	-0.5555625679557749	-0.5555625679557749	0.03963019961071973	-0.5555625679557749	2.1826200722123756	-0.5555625679557749
Gene: LAMC2	-0.5555625679557749	-0.5555625679557749	0.03963019961071973	-0.5555625679557749	2.1826200722123756	-0.5555625679557749
Gene: LOC642943	-0.5555625679557749	-0.5555625679557749	0.03963019961071973	-0.5555625679557749	2.1826200722123756	-0.5555625679557749
Gene: SUSD4	-0.551521464820654	-0.551521464820654	-0.551521464820654	-0.551521464820654	2.1869914722633648	0.019094387019250782
Gene: LOC340074	1.1705151308642432	-1.0676530830823237	0.7316941677918352	-1.4755757658655266	-0.21421351529708593	0.8552330655888581
Gene: PAM	0.9226916155904433	-0.8457710672340484	0.8401033328320103	-1.5135805310215462	-0.4950286561430595	1.0915853059762008
Gene: SNORD20	1.144948022706184	-1.124660537281594	0.6572954242833652	-1.0592745714585106	-0.7571226671074519	1.1388143288580073
Gene: DLG2	0.759239806131964	-1.6881133014319785	-0.3912557652337372	-0.607349157253833	1.275418370973228	0.652060046814357
Gene: ASPN	1.135646846172753	-1.0565200160783657	-0.23740601154220983	-1.4805910676086458	0.8555760015482643	0.7832942475082051
Gene: CARNS1	0.46163829259393535	0.005504108509413213	0.5941300605787505	-1.977065295139192	-0.2856571538256049	1.2014499872826987
Gene: FOXN3-AS2	1.4757451399455663	-1.4286523215535645	-0.06145181313532073	-0.7295493630188421	-0.3238943697462894	1.0678027275084514
Gene: PTPRF	-0.6150105530066752	0.5732361168357378	-1.5418997742362024	0.8465653782923231	1.3502289561524945	-0.6131201240376788
Gene: TAS2R43	0.6088719858233582	-0.954590413540962	0.43529704388168394	-1.755242440219547	0.6589720266146921	1.0066917974407747
Gene: LINC00472	-1.026730417501075	-0.705137574833213	-0.6899831747942884	0.24538754938094046	1.9668150091902281	0.20964860855740663
Gene: LINC01291	1.811917090165828	-0.42886841883760624	0.5062315971460182	0.03774914942365018	-0.5060151347767006	-1.4210142831211905
Gene: SLC17A9	0.8671476286013965	-0.7226085620969341	1.0201422020263433	-1.1404414156534377	-1.1039764499958418	1.0797365971184734
Gene: LOC101929199	-0.7168802233647322	-0.7168802233647322	-0.7168802233647322	0.19804560017447934	2.097170503400023	-0.14457543348030816
Gene: TMTC1	-0.5754541324295398	-0.22018215485453724	0.5298191093682048	-0.4903021497902459	1.9294154667795425	-1.1732961390734247
Gene: ZNF492	1.5014930687630228	-1.521172470060045	-0.16966910100625357	-0.7641191705420116	0.04992189388738814	0.9035457789578993
Gene: AATK	-1.2952546946892958	-0.19063141909036643	-0.30732311705236615	-0.18704280684983143	2.037943598789918	-0.05769156110805827
Gene: CACNA1E	-0.67935667377908	-0.3240351259628523	-0.2893477425836182	-0.5941928100892484	2.211620678612222	-0.32468832619742244
Gene: PRH2	0.7659001955757686	-1.1783144708213982	0.435498247499904	-1.5688204373451906	0.47331439739510794	1.0724220676958078
Gene: DNMBP	0.7624322552891046	-1.35674259239958	1.1071924033345757	-1.158153027539517	-0.31083347442392445	0.9561044357393418
Gene: MIR4774	1.6165872084264885	-0.7806511033274621	-0.5443412744420506	-1.3539074794463861	0.32670255874777443	0.7356100900416356
Gene: TBX2	0.049536374481330414	-0.6178711916297097	0.5715415107151233	-0.9399617043089166	1.8767167150510908	-0.9399617043089166
Gene: EPHA10	-0.8902566501346413	-0.8902566501346413	0.2532307848315636	-0.20661809906580206	2.051193452481294	-0.3172928379777713
Gene: COL9A1	-0.8636265281893868	0.743417555558112	-0.31854203333583564	-0.5460514503523826	1.8738715328488162	-0.8890690765293248
Gene: CRISPLD1	1.2618949269916293	-1.2327331395298147	0.6839392285618129	-1.3436717116424064	-0.14075958518374238	0.7713302808025209
Gene: ZNF516	0.7253225856148814	-0.5255686538450011	1.2381803257072361	-1.6969962133440262	-0.483348097142233	0.7424100530091424
Gene: PDE2A	-1.4480502594954612	0.4481178269955897	0.06483952684542416	0.10008716128110084	1.7096913178943394	-0.8746855735209924
Gene: EPCAM	0.6912350924674141	-0.17699159287485847	1.3079053821985334	-1.1366657777756322	-1.4041789973849097	0.7186958933694567
Gene: IPCEF1	-0.3953888476653841	-1.6324328279359126	0.2186145007360328	-0.5477561328248377	1.3418273356688717	1.0151359720212303
Gene: TGIF2	0.8193187760906311	-0.8313990303211921	1.057840106065403	-1.2334272649335496	-0.9010317011000505	1.0886991141987579
Gene: KCTD4	1.329539603126278	-1.173156146021339	-0.023739758282419563	-1.3208464776971318	0.14414740004490528	1.044055378829707
Gene: CHST8	-0.32464764543987523	-0.6012605774051399	0.06619387422618583	-0.923849514747033	2.133687733693112	-0.35012387032725023
Gene: TRIM6	-0.21441556911383194	-1.6004860924970776	0.09413272959534401	-0.6467761542242862	0.8985927758663866	1.4689523103734654
Gene: TCF21	-0.4472135954999581	-0.4472135954999581	-0.4472135954999581	-0.4472135954999581	2.23606797749979	-0.4472135954999581
Gene: PRR30	-0.4472135954999581	-0.4472135954999581	-0.4472135954999581	-0.4472135954999581	2.23606797749979	-0.4472135954999581
Gene: ADAMTSL3	-0.10606222061762435	-0.705709479830225	0.10576610995897842	-0.705709479830225	2.1174245501493236	-0.705709479830225
Gene: DPCR1	-0.9069374469973907	-0.5840536367986348	0.23911703941671883	-0.5140635302695767	2.0986249447359677	-0.33268737008708443
Gene: DSCAM	-0.6662161596004973	-0.6662161596004973	-0.06710413380793774	-0.6662161596004973	2.1576647737589374	-0.09191216114951113
Gene: GABBR2	-0.07068499767097298	-0.6706982388882256	-0.07137911681934524	-0.6706982388882256	2.154158831154992	-0.6706982388882256
Gene: RSAD2	-0.662455738410964	0.47800050732296484	-1.4517486985932053	1.127047528974461	1.2098889804193538	-0.7007325797126063
Gene: LRRC4	1.1076022642356775	-0.5608364928139544	-0.13677835461918555	-1.7950986674093676	0.3331634159539947	1.0519478346528361
Gene: FILIP1L	1.2015440871542336	-0.9446893609137639	0.2293492914472481	-1.6096581280292392	0.12060413445508074	1.0028499758864413
Gene: MESTIT1	0.9544609472385436	-1.0093533049336443	-0.015591346607512333	-1.57339012482716	0.4731891203249235	1.1706847088048502
Gene: FABP5	0.9199660463324305	-1.3390617790123198	1.0551200364200473	-1.1126523485631012	-0.43090766694488036	0.9075357117678238
Gene: ADORA2B	0.4196974680656138	-0.8405700671060194	1.2308496907823199	-1.4909272089168404	-0.41701902157321014	1.0979691387481363
Gene: MARVELD1	0.624016714884717	-0.6657203072524345	1.235938915045259	-1.3896168697046483	-0.8214807532718067	1.016862300298913
Gene: TRAF5	0.624023029287136	-0.9322803086133288	1.0034086176210066	-1.5547540295479219	-0.2586394090411054	1.1182421002942124
Gene: DPP4	0.7749207954848808	-1.545835320986857	-0.46053765950360315	-0.7546818244433069	1.350759035250462	0.6353749741984238
Gene: MEIS3P1	-0.38428983704007186	-0.9862443030231064	-0.17164647437424083	-0.9862443030231064	1.8477520361686346	0.6806728812918925
Gene: LPO	-0.33146780655880587	-0.2774742770088871	0.36095681666563656	-1.8536900418924769	0.9127055218095375	1.1889697869849956
Gene: NRIP2	0.9943238205926233	-0.5033657444581113	0.5349340704807917	-1.8800915899467467	-0.10779086353124828	0.9619903068626904
Gene: NEBL	-0.6317487735595371	0.13388674398492253	0.054058841654808745	-0.31213413150743036	1.9899390591048047	-1.234001739677567
Gene: IFNK	1.9137853761306196	-0.757726380678811	-0.8541982169791758	-0.22634090489682296	-0.7375955751200788	0.6620757015442692
Gene: ANKRD29	-0.8850878662402726	-0.5607376848588438	0.11036087863906885	-0.4904297194838336	2.1341242345827123	-0.3082298426388312
Gene: FAM167A-AS1	-0.32988918257745353	-0.5416602656244295	-0.9868556836363799	-0.6381197694325075	1.9900097162398875	0.5065151850308832
Gene: TMEM200C	-0.6158353664463128	-0.6158353664463128	0.3805063488846819	-0.6158353664463128	2.082835116900565	-0.6158353664463128
Gene: MMP25	-0.27298144447180045	-1.270519869112361	0.689073201858837	-0.8754266847326665	1.7520203547133826	-0.0221655582553904
Gene: KTN1-AS1	1.2464981305046572	-0.3310335890109331	0.8121770244749307	-0.4864931087919022	-1.776023786819253	0.5348753296425006
Gene: UAP1L1	0.7218445433257685	-0.811515253442313	1.3799928850106287	-1.4684003522839675	-0.5208574487613639	0.6989356261512476
Gene: NCAN	0.4791140701341855	-0.7214989697150519	0.7585208076066519	-1.0462817667215987	1.5764276254174139	-1.0462817667215987
Gene: PIP5K1P1	1.0311408550245167	-1.0031243830264227	-0.5226597353344764	-1.3645773343217997	0.7467238673828982	1.1124967302752855
Gene: OAF	0.8808283532972049	-0.7538943155078748	1.2797980912504028	-1.0047282068160621	-1.1827400301483395	0.7807361079246693
Gene: GALNT14	-0.020426809452110412	-0.9679638388919803	0.25904708956138334	-1.5461893086726133	1.226640118681852	1.0488927487734683
Gene: EDIL3	-0.1347720880153926	0.3465863243047733	-0.8767312646833729	1.0163433971070353	1.2382091166323066	-1.5896354853453498
Gene: RNU6-19P	1.1786675166482783	-0.8944263333048537	0.316607228247636	-1.6853695566991487	0.1668003997202265	0.9177207453878611
Gene: LRRC10B	-0.6526237824611711	-0.6526237824611711	0.6385443390441085	-0.6526237824611711	1.9719507908005762	-0.6526237824611711
Gene: GSG1	1.3507288238893218	-0.7900622656349857	-0.13402177246482275	-1.6555001065130697	0.4772268532584863	0.7516284674650697
Gene: CLIC5	-0.13447077383305883	-0.7384926091897477	-0.3979851556897816	-0.7384926091897477	2.1695930767895746	-0.16015192888723945
Gene: MME	-0.31823333275832166	-0.9223000806821454	0.07578140222785724	-0.9223000806821454	2.0469742584138184	0.04007783348093723
Gene: EDNRA	0.12731542379426097	-0.5466463511039579	0.1263213739359507	-0.8718999212246168	2.036809395822978	-0.8718999212246168
Gene: FBN2	-1.0443623374945046	-0.4014390133040434	-0.00035911456446250354	-1.1395877462114201	1.5235760341621327	1.0621721774122983
Gene: ZNF154	1.1309232422648672	-0.9321720668973036	-0.04625307116327826	-1.4907328985539137	0.06405221309356807	1.2741825812560605
Gene: ADCY4	-0.11889769033923228	-0.5904751398334193	0.6411560644565558	-1.8427141048642537	1.0039302738183604	0.9070005967619895
Gene: ZNF792	0.7950227909173785	-1.2289642840610402	0.9956136447746667	-1.1311771751680546	-0.5592288959723789	1.1287339195094284
Gene: AP3B2	-0.5124501540270779	-0.15305229078509494	0.2993920003702054	-1.1172350886867537	2.0215092868508426	-0.5381637537221219
Gene: CNTN5	-0.17197920443188172	-0.45117418858142944	0.041667639588713945	-0.7767743425876027	2.1350344385998006	-0.7767743425876027
Gene: COL18A1-AS1	1.2350465321630477	-0.7012165301309056	-0.8506967750240753	-1.3319084312279341	0.5733293100484554	1.0754458941714118
Gene: KIFC3	-0.2921875016281398	-0.27822558658165275	0.9136973095316766	-1.9333393877610763	0.8097807013615379	0.780274465077655
Gene: GCM2	1.0694707369345997	-0.9301066273045777	-1.0481616923831323	-0.9264760875232814	0.4992958210433188	1.335977849233073
Gene: CDH22	0.0896495898901899	-0.9109670361949942	0.24511775595907465	-0.5146546743070682	2.0018214008477906	-0.9109670361949942
Gene: GUCY2D	0.15766636733158418	-0.5173337114156775	-0.0242580242130887	-0.8430883663846904	2.0701021010665652	-0.8430883663846904
Gene: NRROS	0.8383253939276682	-0.6960702452067851	1.1957201376023907	-1.201284254078622	-1.050823002358174	0.9141319701135209
Gene: KBTBD11	-0.2805855211478891	-1.0707781042467044	-0.09945695786787105	-1.1621469629943608	1.2918367968713842	1.321130749385441
Gene: RGS7	-0.7217755648976222	-0.39580560241442264	0.5731911754296033	-0.7217755648976222	1.9879411216776874	-0.7217755648976222
Gene: UBTD2	-0.9658655624360316	-0.9911540868800981	0.32087678578342627	-0.879604769693161	1.4054504946460453	1.110297138579819
Gene: ANKRD65	-0.8423949887595301	-0.5162256058530804	0.45336398043898046	-0.8423949887595301	2.009953111302583	-0.2623015083694206
Gene: SLC35F1	-0.2142664889924831	-0.8201464211465167	0.18093093202367952	-0.42325674199997365	2.0968851412618115	-0.8201464211465167
Gene: IPW	0.9401097747652792	-0.9628956129436967	0.16608078124955125	-1.5774126026537623	0.14922717591412676	1.2848904836685016
Gene: BEST3	0.5349956999215145	-0.29791714170424805	-1.6643498791888676	-0.6259480943133113	1.448094260717857	0.6051251545670528
Gene: MYBPC1	0.5721047009295083	-0.7251721089652334	-0.3835384713670381	-0.7251721089652334	1.9869500973332321	-0.7251721089652334
Gene: F5	-0.24324505675394595	-0.9193432620593769	-0.08750247366410692	-0.8486159790338466	2.0899178935369287	0.008788877974348418
Gene: POU3F3	-0.6972451063738103	-0.6972451063738103	0.30416239194324146	-0.3002245370408173	2.087797464219007	-0.6972451063738103
Gene: NUTM2F	1.1654289495605024	-1.4160946609408471	-1.07436056393615	-0.29254742649697385	0.5986151160199268	1.0189585857935428
Gene: DYSF	-1.932886602885831	0.8887512734098556	0.13561988603290326	-0.4454562348351477	1.0896763351321586	0.26429534314606185
Gene: RFX6	-0.5758621888399844	-0.24936527520399937	-0.23397978092599367	-0.5758621888399844	2.2109316226499462	-0.5758621888399844
Gene: ISYNA1	0.5384728955119643	-0.3564694391715417	1.359773721834674	-1.6183303409621137	-0.7074004999556058	0.7839536627426229
Gene: SGPP2	1.07096571976024	-0.7789199953728517	0.731995426757624	-1.6284660979732326	-0.35957758872432954	0.96400253555255
Gene: MIR4762	1.0506335211777247	-1.3696856586335284	-0.5362455491161406	-1.0028764678513868	0.9433051627184721	0.9148689917048596
Gene: ADGRG5	0.36350472105009496	-1.6021771878666518	0.11495767010596097	-0.9995163048949921	0.9301064040216116	1.1931246975839773
Gene: HIGD1B	0.9379332186946013	-0.0430374719396774	0.4847462574265924	-2.0399426692324925	-0.17188828217479965	0.8321889472257771
