	Sample: GSM2344965	Sample: GSM2344966	Sample: GSM2344967	Sample: GSM2344968	Sample: GSM2344969	Sample: GSM2344970	Sample: GSM2344971	Sample: GSM2344972	Sample: GSM2344973	Sample: GSM2344974	Sample: GSM2344975	Sample: GSM2344976
Gene: SCML4	-0.9810894396352788	-1.1122731784718625	-0.9825794724870034	1.3901491256225005	1.38773275195874	1.3810797576929053	-0.7301138836818639	-1.0104560605588413	-0.8283204077387941	0.7390457048289356	0.4174950686910429	0.32933003377952025
Gene: SLC14A1	-0.5924233633894569	-0.9399815079507196	-0.7326932533772929	-0.39166993146716916	-0.5666979707011006	-0.7178668642518832	1.581997456359419	1.6834958466353251	1.8345716943547934	-0.4646459126524262	-0.5463468777146582	-0.14773931584483002
Gene: FAM109B	1.7757945885340083	1.7103989687900056	1.6705266013848261	-0.37453050665673604	-0.3998158035218814	-0.49061886299625607	-0.6187209888139316	-0.7811072227307688	-0.6080996978250903	-0.48523978532758	-0.6174800681058277	-0.7811072227307688
Gene: NRG3	0.9330146904075676	1.0504369800228346	0.8944459286491652	0.5846393673566177	0.5740681968865331	0.5850072722350023	-1.6493048900940759	-1.6493048900940759	-1.6493048900940759	0.19954263679415274	0.1079337151924873	0.018825882737867162
Gene: PIP5K1B	-0.6890671834384836	-0.3843499269271531	-0.4623985623727899	-0.6935443613777807	-0.8757499659149789	-0.29170262041224587	-0.42815486147899745	-0.5891357864347734	-0.702460526899941	1.4900505536629662	1.8864644305629308	1.7400488110312473
Gene: RPS2P2	-0.6265716584730852	-0.25434469759544814	-0.8133665136917494	-0.3263338469282796	-0.4312245070860766	-0.17900983949641316	1.6767063141460723	1.6878405302573556	1.7064037599428736	-0.8133665136917494	-0.8133665136917494	-0.8133665136917494
Gene: RP11-159J3.1	0.9811177032742203	-0.521985761054995	-0.7853901931916185	1.5308395588831172	1.5064019870507626	1.5325255342012152	-0.9459062064620968	-0.898175800859924	-0.7336909538283717	-0.6639756496136668	-0.5475908153549781	-0.45416940304366427
Gene: GPC6	-1.8835069314102209	-2.070318927921344	-0.8025456998783377	0.5228814090213875	0.5484867460306574	0.6795216925435746	0.04590844657844729	-0.012894860252672417	0.28997143339475834	0.919769068103948	0.8720795518687983	0.8906480719210044
Gene: GALNT3	1.0919950555708409	1.248207563716902	0.8150359569887813	0.42986937723213653	0.42216726895354734	0.327216898077743	-1.695043363403219	-1.3476054058144333	-1.8019318628550767	0.4162065165685904	0.02094357871082791	0.0729384162533599
Gene: FXYD6	1.9918530615218855	1.7127165695435644	0.6003086219509167	0.26544905126368384	0.32357232035452993	0.06597580964503733	-1.1345468631825304	-1.1345468631825304	-0.6647180661048038	-0.3341742953467315	-0.8521624873456907	-0.8397268591173309
Gene: POU3F2	-1.1679565666989442	-1.8167519715471512	-1.6865009988640924	0.8492426254858422	0.8766988749524972	0.9352430554380435	-0.09278143789764282	-0.16733499957365458	-0.20180121221336003	0.737074015549185	0.8899598347452526	0.8449087806240235
Gene: PWP2	0.9610454295857763	0.028419448481097932	1.240340086602307	0.934010769955684	0.9883540856839124	0.9734354264506626	-0.059596451518091384	-0.08530714538677006	-0.6522160678304293	-1.2447263364008914	-1.5418796228116296	-1.5418796228116296
Gene: RAP1GAP2	-1.990617410452683	-1.8055191272540714	-1.1935478864384477	0.24067374883158069	0.2951275742276638	0.2269904611242379	0.5603498945114219	0.5395984870228936	0.5149390550712324	0.7815746841843431	0.9183735489506928	0.9120569702211375
Gene: GRIK4	-0.6160866075537405	-0.6160866075537405	-0.42982856604875913	-0.6160866075537405	-0.6160866075537405	-0.6160866075537405	-0.6160866075537405	-0.6160866075537405	-0.4422501579209437	1.7350017635642272	1.6906729806206868	1.759010232660974
Gene: BST2	-0.4285077149678181	0.03224638596463839	0.7617295336665472	-0.4404508176502464	-0.24951454757477992	-0.27185398470485406	-1.221617545145905	-1.2136874182138024	-1.297821765370054	1.4908749643571622	1.3763998460765516	1.46220306356256
Gene: DAZ1	-0.2030101928150962	0.11948880483085855	0.21347282612284843	1.5556790941319558	1.6691040086991593	1.6085009379386999	-0.8272059131514045	-0.8272059131514045	-0.8272059131514045	-0.8272059131514045	-0.8272059131514045	-0.8272059131514045
Gene: LRRC17	-0.9557582246916793	-1.2734562926092512	-0.1745388877983459	-0.9624187366514226	-1.2734562926092512	-1.102708198325221	0.7384581262539643	0.8875325972647345	1.2021686573544912	0.7714576632127594	1.0444265534980017	1.098293035101219
Gene: CLMP	-0.6685850750954899	-1.076231119260534	1.1095188598267276	-0.6376714998185222	-0.8643905866809741	-0.7534158311960127	1.4311670982592237	1.4715140140587282	1.5498374166996334	-0.4983145547327313	-0.6120590510865338	-0.45136967097351416
Gene: SPATA18	1.6070782208352827	1.306646336469792	1.2794956103596318	-1.0248425547568802	-0.8558041266345794	-1.0248425547568802	0.6075699259092482	0.39332314601612844	0.447953211600174	-1.0248425547568802	-0.8600068854286519	-0.8517277748563854
Gene: APOE	1.5209842087574363	1.236999707723484	1.4576691897073928	0.43663830152405747	0.5506659388724982	0.3990085266873433	-0.9972219646403868	-1.1665593348644756	-0.8696936642332141	-0.653205739005133	-0.9027348062276984	-1.0125503643013
Gene: TMEM47	-1.2820046094622064	-1.3218400191427886	-0.33429318947819026	-1.085877390019349	-0.8486494041437814	-0.9525438250174291	0.9045995123749951	0.8543449452412913	1.0961291150763033	0.984099440184462	0.9779962127023927	1.008039211684299
Gene: GJA1	0.0860259718812762	0.3120608807348482	0.8984836921919019	-1.091473065514112	-1.1169534296256907	-1.3302977036790455	1.3968501744411062	1.3793399975889926	1.3406152987393896	-0.8097094147595322	-0.4792965712601354	-0.5856458307389988
Gene: Mar-04	-0.7548747201714525	-0.8871978280552426	0.4884406819191793	-0.40610464868162643	-0.43905872186217204	-0.7801198758990785	1.8066701808258432	1.7299404029970844	1.316354547923958	-0.7746961003871625	-0.6962318537021439	-0.6031220649071866
Gene: LONRF2	-0.7631838840769897	-0.8824258391792478	-0.8383549352882695	-0.8088651951493594	-0.6954294047069125	-0.542954347291561	-0.1443315756474565	-0.11802557316034355	-0.21842905291783038	1.4952507968287951	1.7324710513788597	1.7842779592103155
Gene: KCNK5	-1.1063581780648368	-0.9203497427056699	-0.9192626781098358	0.7130128678766543	0.827373351235482	0.8396332764253135	-0.9424602852243433	-1.1063581780648368	-0.9317401202797685	1.092551580260306	1.2052718963582654	1.2486862102932696
Gene: MAGEA2B	-1.7747957694524545	-1.7747957694524545	-1.5875692836778217	0.33542814475288907	0.563292262579758	0.5741204546030894	0.7838437246766091	0.24577814617888213	0.5728227195045735	0.7009364268480784	0.6862220807083057	0.6747168627305453
Gene: EMILIN2	0.4478677229982829	0.6038153088892132	0.5245459244660291	1.3326970789856056	1.3618459852696212	1.314855523816826	-1.1531115142667467	-1.0811500703344392	-1.4215097333001097	-0.5383485912269239	-0.8027925772709955	-0.5887150580263615
Gene: DNER	-1.7293387224866734	-1.601845123803992	-1.4195475093162753	0.035613508971775606	0.012850644109337088	-0.08412852652554967	0.738162274723501	0.6774700680042308	0.19988987588064602	1.1727073268932948	1.0463687056579372	0.9517974778917677
Gene: UCP2	-0.2907155291304443	-0.03904482784174256	-0.08216424089617853	0.06389836000462282	0.017631050083939444	-0.04570980106010102	1.4868901976834552	1.4744283747998712	1.4458405131614347	-1.4209081538264805	-1.3113417230794087	-1.298804219898968
Gene: ZBED6CL	0.2106867516025294	0.6575251334124725	0.703149314506983	1.4322318638098577	1.4122056868750668	1.2660024807729355	-0.9469668718299742	-0.9469668718299742	-0.9469668718299742	-0.9469668718299742	-0.9469668718299742	-0.9469668718299742
Gene: SULF1	-0.870746556931672	-0.7936744243331003	-0.389726443857737	-0.42842631717931623	-0.7611202041187709	-0.7000568466504907	-0.4793178579233531	-0.533668518104119	-0.1376077262123502	1.783933362360692	1.5785640831172227	1.731847449832995
Gene: IFITM2	1.0116563987695961	0.9276612393435533	1.0801000067908162	-1.692275950428435	-1.4188166999837635	-1.7109248635555359	0.5333036690610053	0.5501717395582341	0.7185513409512548	0.15994203649517685	-0.12198614273496206	-0.037382774266938874
Gene: MINOS1-NBL1	0.8382924151057135	0.8048376055517265	0.5124526528327263	0.3464500462331338	0.6428966023650529	0.3419537123934973	-2.082638926727802	-0.6642995593584758	-2.082638926727802	0.4347875086328005	0.3555481649476883	0.5523587047517404
Gene: ELOVL2	-1.5957366762237608	-1.6591251857288145	-1.3526957444893715	0.7772080254847872	0.795838728785743	0.8036121614976498	-0.08829995241175971	-0.24809988856500437	-0.32561469682715155	0.8418815583926635	1.0402266568341343	1.0108050132508835
Gene: DNAJA4	1.2900097809780102	1.2182955836647347	1.1104346748973335	0.5613332411391565	0.6208363835420405	0.538772587624608	-0.2936544161318167	-0.3772187699080066	-0.32587918982083725	-1.4915457873124651	-1.3861437471790206	-1.465240341493738
Gene: TRIM58	-1.689681377047993	-1.2677775529707402	-1.8702737455105267	0.17255491176270238	0.19273354001862117	0.10109774175139191	1.0991048253623537	1.1033761712536758	1.0569504279994801	0.27101783851172645	0.38908095824506556	0.4418162606242425
Gene: MYO5B	-1.6979142883502745	-1.8873619478373918	-1.3865556522471587	0.15646402459528902	0.3055235738855206	0.38211041831186393	0.4593414463840765	0.4484581270377622	0.283134372436806	1.007014868278393	0.974713312115098	0.9550717453900143
Gene: PAPPA	-0.8843796064375782	-1.097414396695583	0.02737574823618262	-0.6816714868659625	-0.830563060078442	-0.7476204926407871	1.6399668749999992	1.466017977075583	1.7883273248456826	-0.2753870161366594	-0.4312727087981833	0.02662084249574881
Gene: FAM20C	0.3211139932514319	0.2647142344879011	0.4369099266627701	-1.4198384401279147	-1.721776874718179	-1.9579979478614262	0.6599612684468484	0.6695466621628727	0.8556755100130513	0.6997093938649158	0.5426861950073075	0.6492960788104188
Gene: B3GALNT1	0.7638812560005616	0.921483384008932	0.7524762999028388	0.3112163096594885	0.23887397943911942	0.3080541655655137	0.6288568799059121	0.6148382247199361	0.5546684182602175	-1.7563950082724558	-1.7563950082724558	-1.5815589009176094
Gene: RBP1	-0.9200426452707503	-0.610422699110094	-0.3402685224322909	-0.6959375983030207	-0.5776875309456746	-0.5162847615889588	1.568474588716207	1.5266445740708416	2.010627194051861	-0.457019021719668	-0.6523486806418894	-0.33573489682656327
Gene: AP1M2	-0.465392578525948	-0.287036258814969	-0.7868314789487284	-0.4721315167090665	-0.6158875653400504	-0.6140728593080697	1.787083466021083	1.8348515548428366	1.516732238371834	-0.6104241403947653	-0.5000593822454287	-0.7868314789487284
Gene: BORCS7-ASMT	1.500873911505232	1.4966734720439558	1.4403455034713666	-0.9173029781094161	-0.9173029781094161	-0.9173029781094161	0.4020362248283375	0.36415510488019814	-0.9173029781094161	0.2997336519274067	-0.9173029781094161	-0.9173029781094161
Gene: MELTF	0.02561318374947499	0.2388730547353551	0.12641678891944513	0.8508752653564786	0.9017900433994865	0.9614306835691679	0.5117624501747973	0.5788785699878233	0.7701438635697179	-1.5416580157818893	-1.845457481551078	-1.578668406128779
Gene: AQP7	-0.9045327037430096	-0.5860150235058662	-0.9045327037430096	-0.9045327037430096	-0.9045327037430096	-0.7316547787684906	1.4806014707036006	1.5540863374463776	1.787046116752809	0.09571161491168102	0.14760076295392666	-0.1292456855219998
Gene: THNSL2	1.7812853261891652	1.5858123070045167	1.8062293607047264	-0.532472170391361	-0.505727431365858	-0.559171294148187	-0.6404777002569149	-0.7093637451272254	-0.6977352373009752	-0.44223004453348747	-0.4652051855681032	-0.6209441852062969
Gene: S100A1	0.4409552004245091	0.13650880277242872	0.6253370407733196	0.526658645200235	0.5908873447792753	0.5636409389959104	-1.8841272065011088	-1.6059379587194476	-1.624156721053625	0.8770405965082333	0.6813797630552264	0.6718135537650396
Gene: CTSK	1.057473148600237	1.2743562029733193	1.0759349726471308	0.64060575744129	0.5889010624457108	0.6138377736052344	-1.4853243684507296	-1.5480470251132628	-1.4610953963635356	-0.09361223405996764	-0.34012695428624634	-0.3229029394391793
Gene: ST8SIA6	1.2525289020254775	1.4260363360020962	1.2181447308595272	0.5661925227918495	0.5030055808898937	0.5344950727251726	-1.225335942100358	-1.220929369129972	-1.3911604962984938	-0.2130696447051646	-0.6014983726299022	-0.8484093204301268
Gene: MEOX2	-0.9297290978298542	-0.9297290978298542	-0.7402735964360448	-0.09200177702729126	-0.09625155793352363	-0.282834082276332	-0.643952348661894	-0.7593535029010633	-0.530415301097178	1.664995190209059	1.7164420741754272	1.6231030976085512
Gene: BCAT1	-1.0724955725495624	-0.8503699546828366	-0.08350209190306257	-1.0375971222374065	-1.137794040327224	-1.1726815895894198	1.4216412923739155	1.3424949202582788	1.4529554140454737	0.30767919398317234	0.41685127034340447	0.4128182802852673
Gene: SFRP1	-1.8194592304095214	-1.9966666468707037	-1.244883548133281	0.5504504863055588	0.5707304120337723	0.6642941075289768	0.7317553268009886	0.7044025950837406	0.8470156784218775	0.30038423212047854	0.2990370415758974	0.3929395455422158
Gene: ZEB1	-1.6105397168535116	-1.6136958450936114	0.3221770218617316	-0.8077784614302165	-0.9663565718990978	-0.6166037619598481	0.9557783076654209	0.9491648707474414	1.0317774976216418	0.7700354132736239	0.8253421005098045	0.7606991455566219
Gene: SMOC1	-0.4842623216923179	-0.8074533555306975	1.268263003737247	-0.8074533555306975	-0.8074533555306975	-0.6337530447944464	0.9626726890101415	1.330440789452636	1.921313182142608	-0.32740752020237984	-0.8074533555306975	-0.8074533555306975
Gene: SEMA6A	0.9697497957410703	0.9481492897598058	0.9215914688124283	0.7665559766100101	0.7515985252082137	0.7881961223896304	-1.6300539276892974	-1.5444611325074316	-1.56075941984251	-0.0934015973898495	-0.15228913415973283	-0.1648759669323377
Gene: GPR37	0.5089355724572812	0.5069913118246753	0.39690938627521904	0.18193645708557366	0.24876970184381791	0.19652473976728893	-1.8706581844268901	-1.4031456551853578	-1.6931511942211863	1.0129777097915382	0.9671408429323433	0.9467693118556967
Gene: RENBP	1.3639152955860552	1.269742170989269	1.2953017105264903	-0.980543812332159	-0.9195580563806991	-0.8866495927409136	-1.0681787338541726	-0.95247809885301	-1.0029855280308246	0.7268099676441282	0.5162772280188271	0.6383474494270089
Gene: CLDN4	-0.8076723763855472	-0.8482439164170338	-0.7184822790611275	-0.6518783040273373	-0.6680820746764069	-0.8183502842596126	1.5190212698774346	1.6867968056554052	1.8182260068818208	-0.15220108144233316	-0.2905759855175727	-0.06855778062768834
Gene: ACPP	-1.0177583747048542	-0.43491667594515504	-0.4323088520249559	-0.045280730753071624	-0.19469553494060823	0.05751715158066055	-0.7500529943472888	-0.8194960823373925	-1.2093015908847282	1.5327722639389958	1.5889634475946113	1.7245579728237868
Gene: CD36	-0.44883252177215	0.6213021042890314	0.31927657883469246	1.2765330567735012	1.1068464469566774	1.1324227688582162	-1.4795893208482132	-1.6721350415475897	-1.4031303366414951	0.39566019374660666	0.23633525899790336	-0.08468918764718204
Gene: EBF3	-0.1941443946656685	0.12720863226606757	0.4301613606941045	-1.684761569362557	-1.684761569362557	-1.5102519765700257	0.6044402060025377	0.4661849403226198	0.4454270288102713	0.8810066114003939	1.0617789485200237	1.0577117819447899
Gene: MSL3P1	0.21073701123122607	0.2182931437784848	0.2904551001361407	0.8075198837852544	0.8740813451606299	0.8791332477979537	-1.7455631394588336	-1.5740006268793518	-1.7455631394588336	0.6081851570140641	0.6096467243982779	0.5670752924949877
Gene: COL9A1	-0.4098365526058951	-0.8263767800168461	-0.5715798956777854	-0.33974169024232503	-0.15315243500192555	-0.4506031545212712	-0.9808132061245143	-0.6789761478872646	-0.6659162661367077	1.810840985476956	1.6103713823273713	1.655783760410208
Gene: NPM2	1.5835469255868362	1.5404663914104404	1.5203249021215708	0.19986064405085244	0.06263802531934307	0.3484836804322244	-0.7659664092765166	-0.9332835798600314	-0.9332835798600314	-0.9332835798600314	-0.9332835798600314	-0.7562198402046262
Gene: UCN2	-1.7154574084893768	-1.2274332563242523	-1.31368402957483	1.0945136487174365	0.9976062528741984	1.0236890912384429	-0.448291877856875	-0.4166847556650006	-0.41620268225063	0.575548597047656	0.9173883566324972	0.9290080636507339
Gene: OPLAH	1.7369400959853347	1.6736874850398664	1.7540214849517355	-0.6797804088235465	-0.6797804088235465	-0.5049084959897183	-0.6797804088235465	-0.3847037079225638	-0.37491967431837586	-0.501215143628547	-0.6797804088235465	-0.6797804088235465
Gene: VCX3B	-0.9116126605375519	-0.9116126605375519	-0.9116126605375519	1.5977652973939813	1.4713831107753963	1.543912977961471	-0.9116126605375519	-0.9116126605375519	-0.6066917051696397	0.5823792145325051	-0.14878027341888703	0.11809468061293109
Gene: NRG1	-1.7862565512520276	-1.7862565512520276	-0.5465465886678367	0.05379139711778778	-0.14421082478859384	-0.023988972811697158	1.3701098642899812	1.3862860336394698	1.2077580305490923	0.16625990258325934	0.0016561354054775857	0.10139812518711432
Gene: FSCN1	-0.08234338927820353	-0.20342502502564347	0.32643331710381324	-1.4440036848783935	-1.5831617691197275	-1.7743060656393654	0.4829541342977276	0.5607521034668649	0.6529898324342412	0.9961352548933775	1.0556623188165493	1.0123129729287588
Gene: NETO1	-0.7048099052562868	-0.7048099052562868	1.173834401631184	-0.7048099052562868	-0.7048099052562868	-0.7048099052562868	1.4434246112450348	1.529269324577683	1.4919509045963917	-0.7048099052562868	-0.7048099052562868	-0.7048099052562868
Gene: RPL3P4	0.5503708870729677	1.4240453817006924	0.8298434920645384	-0.9623073796430617	-1.7746914207025546	-0.35842775664088755	0.8309546485440006	-0.13759835472009363	-1.7746914207025546	0.025106989507789883	0.6058913475530641	0.7415035859660996
Gene: WT1	-1.6744525754792032	-1.6744525754792032	-1.6744525754792032	0.29095778741034206	0.2588325598386396	0.18933986441820577	0.5469272814312617	0.5878048705559475	0.33681985218306304	0.8743883211600536	0.9688084340548698	0.9694787553852275
Gene: EHD3	0.7519432311042696	0.2990356707543261	0.6442114331036471	-1.2940151856874906	-1.7532986707657523	-1.528496814092952	1.0087225789253669	1.02370969724825	1.3059183835538404	-0.10105050149693104	-0.19521551661965905	-0.1614643060269142
Gene: ARPP21	-0.6361128346126713	-0.6361128346126713	-0.4437928350913606	-0.6361128346126713	-0.6361128346126713	-0.46017429672867227	-0.6361128346126713	-0.6361128346126713	-0.45661870034587393	1.624199806633155	1.727561129389669	1.82550190381911
Gene: RGS1	0.10364003045544348	0.7941906449478728	0.9070278332374543	1.3212231577762865	1.269627644366992	1.318007151208714	-0.9522860769987939	-0.9522860769987939	-0.9522860769987939	-0.9522860769987939	-0.9522860769987939	-0.9522860769987939
Gene: CSMD1	-0.9646079136312401	-0.6396320730700652	-0.9646079136312401	0.1421817674938614	0.08275952225245273	0.14433449007880525	-0.9646079136312401	-0.7912192465184855	-0.7846601908740093	1.6965286915874782	1.5288143121259963	1.514716467817686
Gene: ID1	-1.7965680634573522	-1.8710043466434267	-1.3497825321494317	0.2316114856168342	0.2746244625140861	0.21582026214029398	0.9223810258708803	0.7829054700196255	0.8912745312814456	0.4255690705924063	0.5260267721893469	0.7471418620252914
Gene: MFSD2A	0.05297354431285094	0.26861430955871035	0.31669860735375704	-1.6793827433586839	-1.6793827433586839	-1.6793827433586839	0.7412852773191252	0.7681228368891487	0.5252596003286675	0.5525010247692357	0.8973088817391588	0.9153841478053973
Gene: ASPA	1.6042934385678114	1.3557910621355023	1.5476750069238794	-0.6464643475945925	-0.6091092927766879	-0.5738551653699536	-0.963192019731998	-1.353908924331825	-1.0316468417990778	0.4807316985543412	0.0818328792201421	0.10785250620245908
Gene: FAM167B	0.45290419092038336	0.332772829119164	0.24821037772604407	0.8963230936289636	0.7892833145611775	0.924390180958774	-1.6718376303818774	-1.8003978572120776	-1.6056117636677796	0.6443877593404723	0.383424758150138	0.4061507468566185
Gene: PDGFC	-0.9814261044801335	-0.8048727119413439	0.03540125597442897	-1.3047691945875652	-1.334035291845409	-1.1049537375636758	1.264148394873153	1.2578462298370288	1.1911124388349807	0.7164809500203388	0.4815087800688124	0.5835589908093852
Gene: HLA-DRB4	-1.3583636392878558	-1.1659842242885183	-1.3583636392878558	1.358265226006464	1.1706924456107488	1.5551286329665288	0.2587363392036672	0.41069522394639046	0.594180701173815	-0.49257617686804706	-0.40791617452092277	-0.5644947146544146
Gene: NGFR	-0.2700659961167892	-1.6068984954186427	-1.5650157145379002	0.6350550055931288	0.38040772695154973	0.08725927300435256	1.2062631595991817	1.3627117130528545	1.4146889125654887	-0.7475705843428333	-0.6295683860394319	-0.267266614310958
Gene: LY6K	-0.7534773272751941	-1.027530326026423	0.1791451234400634	-0.7229310210021962	-0.9037130684837549	-0.8225947781374069	1.6576832499381937	1.6439892100275177	1.6009700756104577	-0.07456652088246501	-0.4486837540508533	-0.3282908631579402
Gene: RELN	-0.9509522992087105	-0.2543735151335398	-0.30523756917683603	-0.3734583251306173	-0.6502969807713844	-0.6474933239637195	-0.3590587051210536	-0.7768074639876013	-0.7702198035399284	1.6965895970011184	1.7249363255525652	1.6663720634797068
Gene: COL5A3	0.6121777480052695	0.24281262751768087	1.0580627364448454	0.16347410611518584	0.15456779763571346	0.2245725847154855	-1.7074485355438613	-1.5328103718491208	-1.7074485355438613	0.603324764894015	0.8499009031650923	1.0388141744435548
Gene: GPR173	1.153035879648208	0.8542561496151619	0.9730489181430084	-1.188451845459623	-0.7723000676474367	-0.8954952402770197	0.8559071513348822	0.8429864010040293	1.244444520333061	-0.88797031990197	-1.2076092934814682	-0.971852253310834
Gene: SLC35F3	-0.6865457954484749	-0.6865457954484749	-0.6865457954484749	-0.49581085749534903	-0.20644594104982916	-0.5087377801026339	1.7341585152818222	1.7527255011225453	1.6618219557757585	-0.5049824162899398	-0.6865457954484749	-0.6865457954484749
Gene: CYP1B1	1.3925297865467166	1.7624233948258654	1.954089144187107	-0.506409996972124	-0.5285410061196509	-0.8303232105001581	-0.6600504416886236	-0.6555256631703515	-0.648913311518161	-0.27005548549268643	-0.35909150715259486	-0.6501317029453378
Gene: NUAK1	-1.4490283457011428	-1.2653157343148556	-0.4170034398876448	-0.7043489938486169	-0.8650636294024888	-0.9880800839378485	1.3119114559993588	1.2612032458116778	1.0580037820936294	0.8450207653967726	0.4964482291956732	0.7162527485954863
Gene: DNAH9	-1.1474490126574588	-0.6507886321772466	-0.7884523536604995	-0.48467747870964006	-0.7945014298814691	-0.49972483070693086	-0.28619271719989764	-0.23977118314939522	-0.11663767793765414	1.6298977208951928	1.6330534423797989	1.7452441528052003
Gene: TDRD9	0.10051520612315155	1.1208263648006884	-0.14811040092007516	-0.6143619580512761	-0.7066647702032137	-0.46275284817571954	-1.085487140407402	-1.0809510914186455	-1.2561840303571277	1.3773075596352422	1.3492123334090913	1.4066507755652864
Gene: FERMT1	-1.447263109163383	-1.2534386532713768	-0.12967047090617384	-0.5517497211623537	-0.6968590413338591	-0.3259478748269997	1.5947733756884297	1.6234628780936133	1.4825897605760472	-0.1052291699029781	-0.008824570967573222	-0.1818434028233932
Gene: PCDHB3	-1.0582409106564676	-1.0582409106564676	-0.862981252073718	-0.8666265860255421	-0.7550815502529581	-0.3020071656539345	0.06078450350397404	-0.021523519363443752	0.09239866171477651	1.568076209333476	1.5853341501238374	1.6181083700064682
Gene: UTY	1.7179035090083563	1.739139417700335	1.6937702986650087	-0.3575813560873711	-0.3871484555359064	-0.6908929330907864	-0.8695553901902595	-0.6939261033973988	-0.558086458346406	-0.557842500081339	-0.47585729065909904	-0.5599227379851333
Gene: G0S2	-0.41293630807477005	-0.5512587887701248	0.5999984124023048	-0.7455080816291755	-0.7455080816291755	-0.7455080816291755	1.6566707532189147	1.7092843773120283	1.4712900436866998	-0.7455080816291755	-0.7455080816291755	-0.7455080816291755
Gene: OCIAD2	-0.01712158872785203	0.4048699174977992	0.17737600772615442	-1.1669502450882643	-0.8820694433616864	-1.0060530807663155	1.4836723295609349	1.523606629672608	1.6158900373704428	-0.7262962347247027	-0.6772213250427366	-0.7297030041163818
Gene: ADCY7	-0.6979880691337116	-0.62587344308738	-0.10556800418964515	-1.3497569261212174	-1.1275739425403657	-1.5606830610207327	1.2177778284978396	1.1734506418100037	1.2679892562734532	0.4818421191118386	0.6370426626821487	0.6893409377177687
Gene: ADAMTS6	-0.5264773820149173	-0.7406484097420027	0.11945048711682738	-0.9921974210082409	-1.173321312393658	-1.1699113099693188	1.6154539192481367	1.5154949736760903	1.5773954023512293	0.01642092865874972	-0.17605652761806234	-0.06560334830483412
Gene: PRDM7	0.8988181935565519	0.9684769483356352	0.5286467384778261	0.8682081250906551	0.892830724116598	0.934642495048852	-1.5802134455442418	-1.4277663313756925	-1.6841011191640864	0.15312631991641545	-0.30999023021680794	-0.24267841824170405
Gene: EGFLAM	-0.870480883904509	-0.870480883904509	-0.16254327139111668	-0.3564220390014142	-0.25794089145182747	-0.3133968854990764	-0.870480883904509	-0.870480883904509	-0.4571776828928065	1.615677623671741	1.658627052614257	1.7550996295682777
Gene: PKIA	-0.041338126228720094	0.12589942419342443	0.8471206062062206	-0.9207339947509662	-0.9207339947509662	-0.9207339947509662	1.4863952938025033	1.438599400581764	1.4843821387849516	-0.7373887635853134	-0.9207339947509662	-0.9207339947509662
Gene: SORCS1	0.4067820459477029	0.058220082383812974	0.2874451898017419	0.5285946497976008	0.4740906396445126	0.6097353742270296	-1.8562953035801932	-1.7189540153755116	-1.4515553874500535	0.9306024268185249	0.8574732201530176	0.8738610776318143
Gene: TGFA	-1.4516960925516174	-1.5274344445897898	-1.4539081479156086	0.2482038377106227	0.4506772506826732	0.004606103062739376	-0.09985619528403757	-0.3213389037711404	0.30139224730867226	1.1276918345125333	1.3338340182126696	1.3878284926222835
Gene: RAB17	0.24536831099757334	0.39058106668181136	0.2736857561326834	0.9232409388344649	0.8889716640680825	0.9538987948356631	-1.7241532941195372	-1.6185482431067693	-1.707179382244316	0.5813923302795182	0.41464807756503674	0.37809398007579026
Gene: GOLPH3L	0.6568851468646222	0.6946810093338824	0.6377574432872527	0.5282360892814452	0.5009420212259001	0.46717723629877417	-1.6597008236107416	-1.8768032317743186	-1.6392409508673667	0.6609024668132355	0.5298426419497754	0.4993209511975382
Gene: GPX7	1.666978517617361	1.6623996726802706	1.8556948741139325	-0.5954073180030119	-0.5954073180030119	-0.5954073180030119	-0.5954073180030119	-0.5954073180030119	-0.5954073180030119	-0.5954073180030119	-0.42181452038747	-0.5954073180030119
Gene: IGFBP2	-0.8321589244551668	-0.9688696491073209	-0.419062797693448	0.05830582991001847	-0.001147355662205616	0.12632917783886732	-1.0291542919517003	-0.9107216202035382	-0.8063119894378759	1.6563779762454134	1.5168443227794495	1.609569321737506
Gene: TCEAL7	1.9290556949063526	1.7760423044659324	1.454552155744072	-0.613403272229183	-0.613403272229183	-0.613403272229183	-0.613403272229183	-0.4362640909830346	-0.42956315852904153	-0.613403272229183	-0.613403272229183	-0.613403272229183
Gene: ABCB4	0.9838130990373283	0.9745545843680623	0.8724902877397006	-1.450080329952315	-1.337447173991024	-1.334592589193649	0.8129458227372028	0.8496483829425078	1.1942855061500368	-0.4164962045173155	-0.6278069947257545	-0.5213143905947816
Gene: SDK1	0.9191722520913905	0.8470274214303465	0.9933714809580493	-1.2372476687678804	-1.491463276055822	-1.260729816558712	0.942119963391432	0.9544195163747969	1.1016856266753663	-0.4126292237453115	-0.7264339557118151	-0.6292923200818404
Gene: SCUBE2	0.7894849503314544	0.932487157901191	0.9618660337722879	0.9995124563425141	0.9497971586596538	1.067942123120091	-1.3877923884754741	-1.37939357948589	-1.3672444789237472	-0.42427090146425117	-0.5012965802127981	-0.641091951565031
Gene: PCDHB17P	-0.6570754979669915	-0.6570754979669915	-0.6570754979669915	-0.4632435610483779	-0.47827845380138945	-0.6570754979669915	-0.6570754979669915	-0.47944805950634384	-0.4727286569510919	1.6868418276081776	1.720765986665597	1.771468406868386
